LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX_female,SEX_male,EDUCATION_education_other,EDUCATION_graduate_school,EDUCATION_high_school,EDUCATION_university,MARRIAGE_marriage_other,MARRIAGE_married,MARRIAGE_single
1.105263157894737,0.7692307692307693,-0.2817453123891643,-0.2948353925255161,-0.29013551379607533,-0.36717557251908395,-0.36363636363636365,-0.33691926382956283,0.16203003142823885,0.2586957818745898,-0.4271630641111996,-0.30976965845909454,-0.3887521057405728,-0.06653870761356366,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.47368421052631576,0.8461538461538461,0.1333653853732355,0.12355153096462282,-0.06349096358147935,-0.0550009786651008,-0.07180519555024747,0.021441754996572273,-0.02886741939238738,-0.002386492452717618,0.06270283509889168,-0.13238019592268996,0.3887521057405728,0.17914267434420986,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.3157894736842105,1.9230769230769231,1.1084199657936427,1.179624296717544,1.3223444016647972,1.5532785280876884,1.7049874570384007,1.7952750092284977,0.5065766499825398,0.5942366207266869,0.6598493662359929,0.6354249404289118,0.5960865621355449,0.5118362124120281,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.47368421052631576,0.9230769230769231,0.4476540271286364,0.41267584585744926,0.4646880237679678,0.0274613427285183,0.043871681069776416,0.07124400147655961,-0.06332208124781748,0.4868444603543941,-0.26158839017818875,-0.20386550172094256,-0.16431255669301542,0.3838771593090211,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.2631578947368421,-0.15384615384615385,0.8183595135446141,0.8411116810520661,0.8317402847132296,0.6888432178508515,0.6157472840967764,0.40593787902758005,0.3668955884064719,0.49877692261798223,0.5280754393484783,0.3971405877680699,0.18141764934560062,-0.12795905310300704,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.21052631578947367,-0.6153846153846154,0.5019743531136455,0.5048770341170246,0.46503449560197313,0.5037776472890977,0.5614448657303341,0.5558297737699731,0.20393434990105924,0.11693813018316329,0.3076357847039373,0.13238019592268996,0.9070882467280031,0.28150991682661547,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.894736842105263,0.3076923076923077,0.8309859154929577,0.8615810880127954,0.8474527823853719,1.0080446271285965,1.0927657621478974,1.1011654274112745,0.43906413688744034,1.1240379452299982,0.7975016839140285,0.9266613714588298,0.6479201762342879,0.8957133717210493,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.263157894736842,-0.3076923076923077,0.08065291581610536,0.17148580914337874,0.23560084712363413,0.26623605402231354,0.30785278057379484,0.3376153562200074,0.8324991269933651,0.18853290376469184,-0.4271630641111996,-0.07810431559438707,-0.07101205131527796,-0.042994241842610366,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.3157894736842105,0.23076923076923078,1.2216162109759847,1.2831830170161034,1.3536654554588803,1.5952632609121158,1.7604163950328828,1.5931339977851606,0.33430334070538936,-0.4796849829962413,0.5310146347437389,0.617421233783426,0.5204094855513801,0.3326935380678183,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.47368421052631576,-0.5384615384615384,0.45367560708402627,0.38865216144497533,0.3110970597533987,0.6400078293208065,0.6822119421511309,0.5369509043927648,-0.021184961005703645,-0.0262514169798938,12.176351723715634,-0.3971405877680699,0.036801866010107556,0.009724888035828536,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.631578947368421,0.3076923076923077,-0.047613042553023795,-0.028813881069029722,-0.014984906820731142,-0.008299080054805246,0.01996443118581837,0.04582608237093287,-0.187638226050518,-0.1720661058409403,-0.26869144571673503,-0.2200158856235107,-0.2166645069327459,-0.20934101087651952,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.5263157894736842,1.0769230769230769,0.0847198467807404,0.09915626300037562,0.14227865863429465,-0.06968095517713839,-0.008970434075132601,0.06592838685861942,-0.02886741939238738,0.23626275281904421,0.3076357847039373,0.3971405877680699,0.3887521057405728,0.8957133717210493,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
